timestamp,gt_x,gt_y,ekf_x,ekf_y,gt_theta,ekf_theta,drift_x,drift_y,drift_abs,drift_theta,ekf_vel_x,ekf_vel_y,gt_vel_x,gt_vel_y
1736334077.8106132,-0.005879627756412431,0.0005619741993700966,0.0,0.0,-4.432985514571386e-05,-0.0003090493124875416,0.005879627756412431,-0.0005619741993700966,0.00590642341478607,-0.0002647194573418277,0.0,0.0,-0.060165231435082,0.005750586459961717
1736334077.9098186,0.0049788947083188595,0.001991429466982275,0.0,0.0,-0.0002632732636916185,-0.0003483276174689465,-0.0049788947083188595,-0.001991429466982275,0.005362386021025608,-8.5054353777328e-05,0.0,0.0,0.025440104175554163,0.010274592382200878
1736334078.009876,-0.00515290855416356,0.0014809462080224156,0.0,0.0,-4.411722127703466e-05,-0.000358758786851876,0.00515290855416356,-0.0014809462080224156,0.005361498693334538,-0.00031464156557484135,0.0,0.0,-0.005132365717291928,0.005904747190686213
1736334078.1236699,-0.00646424853687072,-8.932030844588379e-05,0.0,0.0,2.104494804396062e-05,-0.0003805163609125195,0.00646424853687072,8.932030844588379e-05,0.006464865602929122,-0.0004015613089564801,0.0,0.0,-0.012569194752268283,0.0006720566305528735
1736334078.2099125,-0.001238502304991007,0.0019840114850939727,0.0,0.0,8.491753783881895e-06,-0.0004254472717306612,0.001238502304991007,-0.0019840114850939727,0.0023388436314668044,-0.0004339390255145431,0.0,0.0,-0.002361758295707054,0.000734997803720947
1736334078.310365,-0.0020531252831064717,0.002260104084601089,0.0,0.0,-7.721954184052027e-05,-0.00045503458662121693,0.0020531252831064717,-0.002260104084601089,0.0030534233085770398,-0.00037781504478069666,0.0,0.0,-0.010080214166344133,0.0010138738660192053
1736334078.4127164,-0.014945502523367071,0.0007520355061538808,0.0,0.0,0.000458806549208976,-0.0004647397944101961,0.014945502523367071,-0.0007520355061538808,0.014964411217234295,-0.0009235463436191721,0.0,0.0,-0.015075293726941585,0.0008602563713090636
1736334078.510167,-0.004563417950998294,0.002630444311945035,0.0,0.0,-7.621630174589611e-05,-0.0005137891073214718,0.004563417950998294,-0.002630444311945035,0.005267259313318213,-0.00043757280557557565,0.0,0.0,-0.009826981071987487,0.004113306954203805
1736334078.6099555,-0.009660861526921305,0.0036869131522947463,0.0,0.0,0.00017947356471847975,-0.000559950838390222,0.009660861526921305,-0.0036869131522947463,0.010340482292181164,-0.0007394244031087017,0.0,0.0,-0.019226617845715704,0.003692132366069968
1736334078.7097738,-0.005316637925648238,0.0007639956589439167,0.0,0.0,5.998609664109589e-05,-0.0005816710217785293,0.005316637925648238,-0.0007639956589439167,0.005371250152369218,-0.0006416571184196251,0.0,0.0,-0.0013304149871026332,-0.00011475350674560349
1736334078.8106372,-0.007237643530275839,0.0031839104560710263,0.0,0.0,-0.00012555090435105443,-0.0006072451452077132,0.007237643530275839,-0.0031839104560710263,0.007907007630173511,-0.0004816942408566588,0.0,0.0,0.014288180046983085,0.0029002491383922835
1736334078.9104722,0.001556405752459522,0.0035349290223651852,0.0,0.0,-0.00015609387893289473,-0.0006635155891525635,-0.001556405752459522,-0.0035349290223651852,0.0038623984853260254,-0.0005074217102196688,0.0,0.0,0.014228855395555217,0.0012413568361801827
1736334079.0102062,-0.008584393683795266,0.00235371930155448,0.0,0.0,0.00016055919939114704,-0.0007020616472090958,0.008584393683795266,-0.00235371930155448,0.008901225166733744,-0.0008626208466002428,0.0,0.0,0.008754989919165315,5.795825089725582e-05
1736334079.118481,-0.0020689220183635615,0.002258727201274957,0.0,0.0,-0.0002043177000847496,-0.0007432499014163875,0.0020689220183635615,-0.002258727201274957,0.0030630518911453253,-0.0005389322013316379,0.0,0.0,0.004831402272398802,0.0021771779801538125
1736334079.2111504,-0.006605800596502953,-0.0002907454038979518,0.0,0.0,6.50962571112218e-05,-0.000758865471879311,0.006605800596502953,0.0002907454038979518,0.0066121958841708975,-0.0008239617289905328,0.0,0.0,-0.0027164747970724414,-0.008345587346523903
1736334079.3102543,-0.004597417130343562,0.0025602883059957504,0.0,0.0,-1.244328733451816e-05,-0.0008078650199632166,0.004597417130343562,-0.0025602883059957504,0.005262254315423668,-0.0007954217326286984,0.0,0.0,-0.010235492479246882,-0.00447357926251767
1736334079.4103248,-0.002132953783680225,-0.003717967556453261,0.0,0.0,0.00014050253152220193,-0.0008538160162836484,0.002132953783680225,0.003717967556453261,0.004286347465401612,-0.0009943185478058503,0.0,0.0,0.010359063342147182,-0.011681828902113377
1736334079.5102322,-0.008384676651022827,-0.0018318222437031517,0.0,0.0,9.407963046592638e-05,-0.0008844800694474131,0.008384676651022827,0.0018318222437031517,0.008582445762993962,-0.0009785596999133395,0.0,0.0,-0.007960595363268333,-0.011369454730223673
1736334079.610448,-0.00928604289360574,0.0015023478346114505,0.0,0.0,-0.00010626633428852117,-0.000926912061784524,0.00928604289360574,-0.0015023478346114505,0.009406786998654076,-0.0008206457274960028,0.0,0.0,-0.008921472980950248,-0.0007926289228112569
1736334079.710602,-0.0054249597725355425,-0.0006076880966692233,0.0,0.0,-0.0001352169956922583,-0.0009398551009835997,0.0054249597725355425,0.0006076880966692233,0.005458889388553531,-0.0008046381052913414,0.0,0.0,-0.008742118376609065,-0.0011102713569348757
1736334079.81008,-0.007640779647164586,0.0036891782058037226,0.0,0.0,0.00015384609989688158,-0.000985274884560017,0.007640779647164586,-0.0036891782058037226,0.008484783406233877,-0.0011391209844568986,0.0,0.0,-0.00798823871534199,0.01587448833891528
1736334079.910308,-0.0013825405547883696,0.002877791078948033,0.0,0.0,-0.00012338226508203098,-0.0010270003601022817,0.0013825405547883696,-0.002877791078948033,0.0031926634460442927,-0.0009036180950202507,0.0,0.0,0.015515989944810852,0.011431212964028612
1736334080.0098379,-0.005224564082388139,-0.00021808604351503114,0.0,0.0,0.00029668915242087035,-0.0010645299131741839,0.005224564082388139,0.00021808604351503114,0.005229113822948995,-0.0013612190655950542,0.0,0.0,0.012247477132610094,0.00013041780868042047
1736334080.1106064,-0.011461749196630622,0.0032611478408426375,0.0,0.0,0.00033560878404648165,-0.0011170036593886048,0.011461749196630622,-0.0032611478408426375,0.01191665976212694,-0.0014526124434350864,0.0,0.0,-0.009783361818844953,0.0038883005904223997
