x,y
0.17513232556792263,-2.018651769744968
0.19480626337036733,-2.0479387826951414
0.22112540242848935,-2.0753187686136982
0.25095132396241643,-2.101708469511172
0.28669060959909126,-2.1259427981169323
0.3203165194257301,-2.146313937536027
0.3491073694473258,-2.1666052704966243
0.3757056294588031,-2.1895631917892304
0.4053556696051173,-2.216970719703847
0.42657082470084623,-2.2518796832943355
0.44678452498993576,-2.280449365394546
0.46439609354426314,-2.305549258207258
0.48370544451136693,-2.3235063403225915
0.5131994270693346,-2.3430350230364816
0.5489654481673882,-2.3584955495154736
0.5891320374480826,-2.3749671854355805
0.6315904667605164,-2.384414239356511
0.6693967463940259,-2.3978611218419337
0.703079439752444,-2.413244081026157
0.7353272400458483,-2.430360483370317
0.7695432618656601,-2.457673299078662
0.7986169933305814,-2.4871782410198304
0.8250278567169351,-2.512838858154071
0.8483493200383259,-2.5315990027556583
0.872704996474167,-2.546543786298283
0.902548236732571,-2.5580452501837385
0.9322406796548152,-2.565189407114545
0.9718831806428551,-2.5718399885989047
1.0081379307340983,-2.5731673098428933
1.0381508752546056,-2.575213156185174
1.0690389714891888,-2.5790846337896483
1.1049074357517026,-2.5936434490961378
1.135373700611007,-2.6101840542582626
1.1635314741241398,-2.6302666447030933
1.191683091248568,-2.6444349022077955
1.2159306434257067,-2.648438347043503
1.2655654475306801,-2.6561758212897546
1.3041916768148032,-2.624852566897232
1.3159120463227656,-2.6487311118427677
1.380561558607475,-2.6176569621591232
1.411710142631003,-2.614829450961096
1.4400051143315022,-2.61560508349235
1.4759859750892466,-2.624818216616526
1.5119309605240605,-2.642226814864199
1.5546408598173826,-2.657821113798828
1.5890683891338568,-2.670779167390437
1.6201353281082893,-2.6795254142056653
1.6557640071890132,-2.6788610245270843
1.685384806031451,-2.6724833534407013
1.7218155635699168,-2.6601492947785697
1.751995826683912,-2.6473259780211933
1.7799150888216737,-2.6339618710760213
1.8111998327069523,-2.627908828031805
1.8453481542843737,-2.6215428679887833
1.8818192311803994,-2.618900129776867
1.9266232155797463,-2.6253433779429374
1.9680000943935225,-2.6319216365132636
1.9993268652507252,-2.633658520431257
2.029174487911517,-2.630559272783696
2.0624523568684983,-2.6205546744304113
2.090249171598205,-2.6059005116232496
2.1225110905523374,-2.5848922343612912
2.147178813280751,-2.560384370494634
2.170615549358867,-2.543188985365106
2.196067722089698,-2.5234728768823294
2.230964269672255,-2.5047452526226577
2.269604574907847,-2.4914133275518546
2.3122539382681997,-2.4782632090485555
2.35303156252746,-2.4672090395309114
2.3826699187165774,-2.458295239789573
2.409088361098588,-2.4434190317676734
2.4400871961448067,-2.4220933138141616
2.4684085790410193,-2.3940567263842922
2.49800515148069,-2.3564385308312463
2.5165055227056032,-2.321424854847083
2.532303526583758,-2.2908183974963996
2.5526960372154073,-2.264599212391445
2.58583967529188,-2.236761331598795
2.6181074037701824,-2.2142348942881958
2.6634633281526066,-2.1929605917700057
2.7065881488659294,-2.1748177924055025
2.7419475329540375,-2.154862333252226
2.7684504693048955,-2.1394413086472146
2.793452318623846,-2.113596897352128
2.8174356112789307,-2.0838666267649484
2.8347398601677516,-2.0480621943362425
2.8501842015117447,-2.00829168524417
2.8588135909091728,-1.9688436455873095
2.8661844436944652,-1.935320549100858
2.882935192193475,-1.9001277940263566
2.900394575210338,-1.8661889966788054
2.9299120904532394,-1.8310349954945289
2.9620099373070525,-1.801624611676642
2.996141534544359,-1.7757159706138366
3.0263062007067036,-1.7537949021881898
3.0482056093843717,-1.729600406877555
3.065687028375101,-1.7022236655778848
3.073614917525044,-1.671406807185868
3.0806498348944733,-1.633589282781682
3.0832923603978792,-1.5918785633535923
3.083817558662675,-1.5550671909287268
3.0847895938926917,-1.5182480723988125
3.0884364207111927,-1.4839787591499345
3.098080984546603,-1.447054512045437
3.117960182007582,-1.4055542876136833
3.144662436911943,-1.366694691047759
3.165549757887167,-1.331422277763168
3.1801117559207617,-1.2995053838422914
3.190047218142323,-1.2678157764077749
3.196431322778315,-1.2320086710814957
3.19743214862735,-1.1888615639483187
3.195264546999159,-1.1392333873257279
3.190086591949702,-1.0932938518158364
3.1831205427972495,-1.0506132140959925
3.1772071535811457,-1.0097014077770234
3.1817579079204306,-0.9641468137818601
3.1887292271586842,-0.9214399542189484
3.204785393638127,-0.8737774436178486
3.2226217375789985,-0.827115114896935
3.2437549035006925,-0.7880134520132309
3.252627494199538,-0.751459010766363
3.2621723600859234,-0.7138235968317006
3.260304016864405,-0.6782945834257538
3.252454087157189,-0.6398269091321661
3.238175038497366,-0.5975437924364194
3.226887627129946,-0.557730401048011
3.2138040410538404,-0.5291462212659928
3.2118712681523736,-0.4973264291666346
3.2112886160744343,-0.4671110568437913
3.219220667020267,-0.4339039071084912
3.235416570771582,-0.3986376018552019
3.257380593321988,-0.3552149956583331
3.273761647386575,-0.3181995887692033
3.30506001236258,-0.2638259318013992
3.287778591657495,-0.24059849761122354
3.291053733125902,-0.2260305629507575
3.292299909291837,-0.15424378686070833
3.2798178313514765,-0.11598403953126873
3.2696116113863205,-0.07586184937254876
3.2568788617701583,-0.040137441364119265
3.2482405876935947,-0.010261706807586188
3.2480885959381487,0.022429627499411752
3.249337936026475,0.052380749321379996
3.2649905203277454,0.08782219349020133
3.2790025415148043,0.11849753962929195
3.2923610733191953,0.1449220416174013
3.298298687282119,0.17050594286090143
3.297964144076889,0.20012172237290896
3.297245509096961,0.23162446992387356
3.2879943277274255,0.268423831760537
3.2734814774983385,0.3054704726303052
3.256204956784685,0.3464950282135676
3.2420822628884647,0.3841355609361346
3.2320694524717277,0.4148883076712272
3.2261166797000307,0.44969424126864943
3.2214879846633497,0.4869997337437189
3.2272715238273975,0.5249511292085522
3.2363104780062653,0.5673477185482146
3.2421263747700366,0.599622517385282
3.248264926532813,0.632686336574362
3.2466220058600164,0.6656875601125325
3.239832726881147,0.7044022248611156
3.2251506592042336,0.7407776989062131
3.200872699267817,0.7809319619529129
3.182108328047357,0.813928787127141
3.166276639775947,0.8406032861897766
3.1577563323763367,0.8728088839527683
3.1528575606600167,0.907834396328329
3.151098937254847,0.9460703508349104
3.2031442757053292,1.1099826347688564
3.1964553643967113,1.1373265415039633
3.188425414182388,1.1631521539144798
3.177577003997463,1.1709798415903847
3.1709412471175495,1.1760047283291315
3.1700663082596416,1.1829895622840223
3.1612194585350375,1.2074368689918125
3.1418445719310255,1.2379738966621998
3.118619806087667,1.2700569390915544
3.0996099018777477,1.295521602075224
3.083613646784753,1.3226943561509443
3.0697926568072886,1.355980541304003
3.0612271358091916,1.394221720750721
3.058011543224382,1.4445627752426067
3.055622664101811,1.4879923251143277
3.0528750314643958,1.527629194420402
3.044303273863695,1.561178223771832
3.03305952184482,1.592828852259254
3.0148840052149684,1.6217376772660017
2.9880177839254625,1.6474240302885157
2.955632140582413,1.6707556302196618
2.92995707826959,1.6912656419084726
2.909972515911973,1.7085600803650196
2.8882536718677736,1.7316816785041989
2.8681450687675434,1.7650228696004582
2.8524248249355417,1.8008183855925424
2.8386598311298963,1.8431802706098661
2.825801466430882,1.8757770569195604
2.8112992313852554,1.9027402897551853
2.7897201386138537,1.9283955199265483
2.7625029707410653,1.9487238016775033
2.723526299938933,1.9620188124504259
2.684883965216546,1.9714361225411487
2.65352487678369,1.9849002662228088
2.6238457937910677,1.9962360748949808
2.5963359038287996,2.015464660714689
2.5656131617859668,2.042789223732929
2.5378232581601896,2.0711108347557365
2.5097978082804113,2.1098930393312934
2.4806951733795324,2.1485806619023315
2.4594070429812565,2.17615909745842
2.433932813402693,2.206829802768072
2.4036971601777375,2.229054662343431
2.3641864659888014,2.2453828798496365
2.321856801178451,2.257570407036848
2.282900285160997,2.2612902918542477
2.24533126763367,2.2730482017233733
2.2085020043917365,2.292351519349916
2.1717909536605244,2.3130894506936106
2.135497695318506,2.3423034503517326
2.103423436690444,2.371624773187626
2.076407897596404,2.3968850884343156
2.0462435346307717,2.4144290781468407
2.012362045345047,2.4297493138785926
1.9725363732898358,2.4350976638790356
1.9243889925939142,2.429687310777466
1.8764326756205345,2.4200053152301115
1.8350950180322865,2.414944190582986
1.7968487259692563,2.4111579481677836
1.7529429106423646,2.411776755849661
1.7098128212264978,2.42429092432595
1.633544349675586,2.476424486325519
1.6116368265780432,2.4467623467899853
1.5558002592152687,2.4855372149389137
1.5068631338286491,2.4990489430777374
1.4604404814606646,2.496570715574702
1.4138114573549176,2.4813973183785376
1.367548316336028,2.472505816996107
1.3278703687028761,2.4636394166550635
1.2900196636864087,2.458858306590029
1.247496380839944,2.459975163976875
1.2014673033179937,2.467067476819991
1.15577218874773,2.4797296425612543
1.115211023963072,2.4945259425003297
1.0800997549422158,2.5054355459017725
1.0485890415046706,2.5116047071411027
1.016482001709726,2.506411084347379
0.9824326221282621,2.488486376754885
0.9465412194354208,2.466778944299751
0.9143273052880387,2.447668874554264
0.8804376477666686,2.4322928795215732
0.8461206202430818,2.416247843116464
0.8067448244907587,2.404254618340047
0.760260828436452,2.3963218970386637
0.7146299893701468,2.391568073072501
0.671670179735182,2.39074290993137
0.6347345101555911,2.389543483910223
0.600439016464515,2.377528324236967
0.5664730325769779,2.3582574173492614
0.5336089393469915,2.33017593177202
0.5035892015882876,2.298286223370449
0.47721122790786263,2.2670637458915066
0.4478384253006275,2.2418992331911083
0.41225504151955567,2.2202737892518227
0.37194589802345557,2.199947085032523
0.32698953521179597,2.1824402552059157
0.2852087689649555,2.165000968820332
0.24540801167974033,2.1526985604111473
0.21069024933189678,2.1319426267431725
0.18307120739743526,2.103449320292175
0.16063294340120468,2.0653309469025998
0.14002718163242014,2.018336517189611
0.12280767509698023,1.970524496403463
0.10117455960862283,1.9291842664471441
0.07758719532287563,1.8891849444609785
0.05198740477824425,1.8455807693503434
0.024377931636907726,1.7946781424701561
-0.005856624125268912,1.7443677968994666
-0.026660860378272203,1.703271496547823
-0.04486027553964094,1.6668433658457467
-0.061323754832390096,1.6268669842027232
-0.07832447299719601,1.5808118105235445
-0.09644632116876128,1.522408748976315
-0.1096306715119357,1.4659975350090941
-0.11675140054896187,1.4206514788285762
-0.1338806118795119,1.393110051804324
-0.15068293278293782,1.414756489586233
-0.16428470967332892,1.4310738023855798
-0.17862457550830002,1.44081205665897
-0.18832207274354917,1.4616049164736493
-0.19849004331876946,1.4945179684328902
-0.20311993055713629,1.5264210280872892
-0.21023924378947462,1.551739675104685
-0.20985651441689615,1.5833384211916672
