-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.6,0
-0.599195,-1.05323e-06
-0.598046,-2.56389e-06
-0.596054,-5.19736e-06
-0.595326,-6.16908e-06
-0.594253,-7.6062e-06
-0.592261,-1.02891e-05
-0.590651,-1.24771e-05
-0.588659,-1.5207e-05
-0.584674,-2.07187e-05
-0.582031,-2.44445e-05
-0.578812,-2.90359e-05
-0.573295,-3.70232e-05
-0.568985,-4.34188e-05
-0.564502,-5.01968e-05
-0.556054,-6.32185e-05
-0.551264,-7.08653e-05
-0.546475,-7.86622e-05
-0.536322,-9.55098e-05
-0.531034,-0.000104635
-0.525517,-0.000114347
-0.513563,-0.000135823
-0.507337,-0.000147495
-0.501858,-0.00015799
-0.488908,-0.00018326
-0.481935,-0.000197458
-0.47523,-0.000211416
-0.462356,-0.000238781
-0.454847,-0.000255376
-0.448678,-0.000269311
-0.435536,-0.00029953
-0.428314,-0.000316758
-0.422835,-0.000363567
-0.410881,-0.000468126
-0.402567,-0.000544536
-0.397204,-0.000670651
-0.38299,-0.00101302
-0.375481,-0.00120534
-0.370387,-0.00141884
-0.356447,-0.00226161
-0.348406,-0.0027784
-0.343582,-0.00309905
-0.329652,-0.00427006
-0.321351,-0.00500914
-0.317067,-0.0054032
-0.303151,-0.00677102
-0.294324,-0.00768555
-0.289508,-0.00815274
-0.276671,-0.00941886
-0.268231,-0.0102873
-0.264009,-0.0106652
-0.251842,-0.0117672
-0.242485,-0.0126431
-0.238207,-0.0130264
-0.224292,-0.0140249
-0.215463,-0.0146736
-0.211718,-0.0149529
-0.197805,-0.0159721
-0.188442,-0.016673
-0.184962,-0.0168943
-0.171311,-0.017765
-0.161675,-0.0183865
-0.157658,-0.0185931
-0.144801,-0.0192536
-0.134623,-0.0197744
-0.131408,-0.0199384
-0.11748,-0.0206483
-0.107302,-0.0211649
-0.104623,-0.0213004
-0.0909623,-0.0219911
-0.0802478,-0.0225305
-0.0773013,-0.0226784
-0.0644438,-0.023323
-0.0531934,-0.0238849
-0.0510503,-0.0239887
-0.0368522,-0.024676
-0.0261366,-0.0251914
-0.0242611,-0.0252779
-0.010595,-0.0258655
0.000659687,-0.0263423
0.00307147,-0.0264432
0.0159363,-0.0269407
0.0277295,-0.0273875
0.0298737,-0.0274672
0.0427394,-0.0279436
0.0548013,-0.0283807
0.0564096,-0.0284378
0.0695441,-0.0289029
0.0818747,-0.0293295
0.082947,-0.0293658
0.0971545,-0.0298457
0.10895,-0.0302339
0.109754,-0.0302598
0.123694,-0.0307078
0.136294,-0.031102
0.137367,-0.0311347
0.150235,-0.0315265
0.163372,-0.0319162
0.164176,-0.0319394
0.176777,-0.0323024
0.190451,-0.0326857
0.190719,-0.032693
0.203589,-0.0330428
0.217263,-0.0334038
0.217531,-0.0334106
0.231206,-0.0337599
0.243808,-0.0340712
0.244345,-0.034084
0.257484,-0.0343981
0.270355,-0.0346954
0.271159,-0.0347133
0.284299,-0.0350058
0.297975,-0.0352992
0.298243,-0.0353048
0.310846,-0.0355644
0.324523,-0.0358357
0.325327,-0.0358509
0.338468,-0.0360999
0.351072,-0.0363286
0.352413,-0.0363519
