timestamp,gt_x,gt_y,ekf_x,ekf_y,gt_theta,ekf_theta,drift_x,drift_y,drift_abs,drift_theta,ekf_vel_x,ekf_vel_y,gt_vel_x,gt_vel_y
1736421268.4950728,0.0062100965841390965,0.0020847337688811862,0.0,0.0,-0.0018581738443198825,-0.0005550372132905325,-0.0062100965841390965,-0.0020847337688811862,0.006550680458658446,0.0013031366310293502,0.0,0.0,0.0622064748512507,0.020882757137253
1736421268.598197,0.0100894741789537,1.2797401311770429e-05,0.0,0.0,-0.0035376121452249665,-0.002304136263868273,-0.0062100965841390965,-0.0020847337688811862,0.006550680458658446,0.00016657149884760614,0.0,0.0,0.0622064748512507,0.020882757137253
1736421268.6924748,0.0100894741789537,1.2797401311770429e-05,0.0008747356214556584,-1.5060398533155357e-07,-0.0035376121452249665,-0.0029999229808295174,-0.009214738557498041,-1.2948005297101982e-05,0.009214747654378944,0.0005376891643954491,0.0033530536763542785,-5.772981393500619e-07,0.048853648968064545,-0.00014396456797329972
1736421268.7943206,0.01547504820802681,0.002720488532356402,0.003499239972086985,-1.2076900229684577e-05,-0.006460535715703486,-0.004756424398031811,-0.005462028032667512,-0.005036065877014151,0.007429381518489412,-0.00038609247126458746,0.018869040792399535,-5.731482580414562e-05,0.030088859483800637,0.012564093712399756
1736421268.8942025,0.012576298901597616,0.001166117683841783,0.005248767580043896,-1.322549832314069e-05,-0.007921334741251645,-0.00592958643885222,-0.007327531321553719,-0.0011793431821649238,0.007421830340938122,0.0019917483023994256,0.018824417729892882,-6.468997937206597e-05,0.018251312425882543,0.0009296205821157752
1736421268.994085,0.026967226710508108,0.004802467748040273,0.0113758592908173,-5.6074392061572496e-05,-0.009438377594186392,-0.007043459239382433,-0.0012004396107803163,-0.0012221920759033556,0.0017131283459015413,0.0008778755018692122,0.040860963625376084,-0.00021371467901682724,0.018251312425882543,0.0009296205821157752
1736421269.092072,0.026967226710508108,0.004802467748040273,0.014875077518854442,-8.217993834307978e-05,-0.009438377594186392,-0.008445263722989258,-0.012092149191653665,-0.004884647686383353,0.013041466753908496,0.0009931138711971339,0.04712328933880867,-0.0003415591668318282,0.037996029938714655,0.005881827064250831
1736421269.1925623,0.027849804099820963,0.001287728742661809,0.018374987564046465,-0.000113380193246563,-0.01066516959430372,-0.009857263083404177,-0.009474816535774498,-0.001401108935908372,0.009577852297716235,0.000807906510899542,0.03461323200396542,-0.0002824375562333685,0.04910003663955283,-0.00530835854413418
1736421269.2938337,0.026516415435061835,0.0006033664879705469,0.02187512813441463,-0.00014945742975780207,-0.011528840409546742,-0.011213051649019427,-0.004641287300647206,-0.000752823917728349,0.004701945518426696,0.0003157887605273156,0.034543227164375884,-0.00033122451857345964,0.03728994526154889,-0.004053670292743999
1736421269.3928127,0.038285111053122794,-0.003908648045692242,0.027124970996663687,-0.00019524659301576482,-0.013347750635072986,-0.01239989588593149,-0.011160140056459107,0.0037134014526764773,0.011761720810685945,0.0009478547491414951,0.04087966517058411,-0.0003960501379440214,0.050330004173764986,-0.014031216075500702
