Timestamp,Vehicle_Speed,Steering_Angle,Gt_x,Gt_y
2025-01-06 10:22:50.012,0.0,3.0,0,0
2025-01-06 10:22:50.056,0.0,3.0,0,0
2025-01-06 10:22:50.095,0.0,3.0,0,0
2025-01-06 10:22:50.110,0.0,3.0,0,0
2025-01-06 10:22:50.156,0.0,3.0,0,0
2025-01-06 10:22:50.198,0.0,3.0,0.0008468514693813489,0.004872527278471317
2025-01-06 10:22:50.211,0.0,3.0,0.0008468514693813489,0.004872527278471317
2025-01-06 10:22:50.255,0.0,3.0,0.0008468514693813489,0.004872527278471317
2025-01-06 10:22:50.299,0.0,3.0,-0.0015369870623969106,-0.0016742742784066067
2025-01-06 10:22:50.313,0.0,3.0,-0.0015369870623969106,-0.0016742742784066067
2025-01-06 10:22:50.356,0.0,3.0,-0.0015369870623969106,-0.0016742742784066067
2025-01-06 10:22:50.401,0.0,3.0,-0.007757007835302865,0.0016289094612469412
2025-01-06 10:22:50.407,0.0,3.0,-0.007757007835302865,0.0016289094612469412
2025-01-06 10:22:50.456,0.0,3.0,-0.007757007835302865,0.0016289094612469412
2025-01-06 10:22:50.503,0.0,3.0,0.00044772423003802686,-0.003034197863406085
2025-01-06 10:22:50.506,0.0,3.0,0.00044772423003802686,-0.003034197863406085
2025-01-06 10:22:50.556,0.0,3.0,0.00044772423003802686,-0.003034197863406085
2025-01-06 10:22:50.605,0.0,3.0,-0.006310850417816205,0.0015353158430713165
2025-01-06 10:22:50.606,0.0,3.0,-0.006310850417816205,0.0015353158430713165
2025-01-06 10:22:50.656,0.0,3.0,-0.006310850417816205,0.0015353158430713165
2025-01-06 10:22:50.705,0.0,3.0,0.006676291369180909,-0.0038841434554806042
2025-01-06 10:22:50.706,0.1,3.0,0.006676291369180909,-0.0038841434554806042
2025-01-06 10:22:50.755,0.1,3.0,0.006676291369180909,-0.0038841434554806042
2025-01-06 10:22:50.806,0.1,3.0,0.014547036493374854,-0.0024039611747426193
2025-01-06 10:22:50.818,0.2,3.0,0.014547036493374854,-0.0024039611747426193
2025-01-06 10:22:50.856,0.2,3.0,0.014547036493374854,-0.0024039611747426193
2025-01-06 10:22:50.905,0.2,3.5999999999999996,0.03381175154277649,-0.00392715370035468
2025-01-06 10:22:50.921,0.4,3.5999999999999996,0.03381175154277649,-0.00392715370035468
2025-01-06 10:22:50.957,0.4,3.5999999999999996,0.03381175154277649,-0.00392715370035468
2025-01-06 10:22:51.006,0.4,4.8,0.04740768665142969,-0.002025195410266356
2025-01-06 10:22:51.020,0.5,4.8,0.04740768665142969,-0.002025195410266356
2025-01-06 10:22:51.056,0.5,4.8,0.04740768665142969,-0.002025195410266356
2025-01-06 10:22:51.106,0.5,5.3999999999999995,0.07760484748167062,-0.0011423370687584367
2025-01-06 10:22:51.119,0.6,5.3999999999999995,0.07760484748167062,-0.0011423370687584367
2025-01-06 10:22:51.156,0.6,5.3999999999999995,0.07760484748167062,-0.0011423370687584367
2025-01-06 10:22:51.205,0.6,5.3999999999999995,0.11176884460934922,0.0008197047677604985
2025-01-06 10:22:51.225,0.8,5.3999999999999995,0.11176884460934922,0.0008197047677604985
2025-01-06 10:22:51.255,0.8,5.3999999999999995,0.11176884460934922,0.0008197047677604985
2025-01-06 10:22:51.305,0.8,5.3999999999999995,0.1401538348259006,0.008583311057660303
2025-01-06 10:22:51.329,1.0,5.3999999999999995,0.1401538348259006,0.008583311057660303
2025-01-06 10:22:51.355,1.0,5.3999999999999995,0.1401538348259006,0.008583311057660303
2025-01-06 10:22:51.406,1.0,5.3999999999999995,0.1871912907324731,0.009641066872733361
2025-01-06 10:22:51.428,1.2,5.3999999999999995,0.1871912907324731,0.009641066872733361
2025-01-06 10:22:51.456,1.2,5.3999999999999995,0.1871912907324731,0.009641066872733361
2025-01-06 10:22:51.506,1.2,5.3999999999999995,0.24003839029847374,0.005356052142785117
2025-01-06 10:22:51.531,1.4,5.3999999999999995,0.24003839029847374,0.005356052142785117
2025-01-06 10:22:51.556,1.4,5.3999999999999995,0.24003839029847374,0.005356052142785117
2025-01-06 10:22:51.606,1.4,5.3999999999999995,0.291900450254718,0.0047225614478909606
2025-01-06 10:22:51.633,1.6,5.3999999999999995,0.291900450254718,0.0047225614478909606
2025-01-06 10:22:51.656,1.6,5.3999999999999995,0.291900450254718,0.0047225614478909606
2025-01-06 10:22:51.706,1.6,5.3999999999999995,0.361270977040169,0.008845736632538959
2025-01-06 10:22:51.736,1.8,5.3999999999999995,0.361270977040169,0.008845736632538959
2025-01-06 10:22:51.755,1.8,5.3999999999999995,0.361270977040169,0.008845736632538959
2025-01-06 10:22:51.806,1.8,5.3999999999999995,0.4356136885052928,0.006061800402299866
2025-01-06 10:22:51.838,2.0,5.3999999999999995,0.4356136885052928,0.006061800402299866
2025-01-06 10:22:51.855,2.0,5.3999999999999995,0.4356136885052928,0.006061800402299866
2025-01-06 10:22:51.905,2.0,6.0,0.5251590837617703,0.0036108190579779986
2025-01-06 10:22:51.941,2.2,6.0,0.5251590837617703,0.0036108190579779986
2025-01-06 10:22:51.955,2.2,6.0,0.5251590837617703,0.0036108190579779986
2025-01-06 10:22:52.006,2.2,6.0,0.6144920185593614,0.011770394110541815
2025-01-06 10:22:52.046,2.5,6.0,0.6144920185593614,0.011770394110541815
2025-01-06 10:22:52.056,2.5,6.6,0.6144920185593614,0.011770394110541815
2025-01-06 10:22:52.105,2.5,6.6,0.7050759388759129,0.013715839883071013
2025-01-06 10:22:52.146,2.6,6.6,0.7050759388759129,0.013715839883071013
