timestamp,x,y
1736403910.4360838,0.0,0.0
1736403910.50281,0.0,0.0
1736403910.5366564,0.0,0.0
1736403910.5878875,0.0,0.0
1736403910.6440742,0.0,0.0
1736403910.712837,0.0,0.0
1736403910.7381046,0.0,0.0
1736403910.8038533,0.0,0.0
1736403910.836579,0.0,0.0
1736403910.9058638,0.0,0.0
1736403910.9387593,0.0,0.0
1736403911.0042353,0.0,0.0
1736403911.0367608,0.0,0.0
1736403911.1033478,0.0,0.0
1736403911.1370463,0.0,0.0
1736403911.2035224,0.0,0.0
1736403911.23624,0.0,0.0
1736403911.3028176,0.0,0.0
1736403911.3368528,0.0,0.0
1736403911.4029176,0.0,0.0
1736403911.435894,0.0,0.0
1736403911.5033407,0.0,0.0
1736403911.5359952,0.0,0.0
1736403911.602835,0.0,0.0
1736403911.6370332,0.0,0.0
1736403911.7026505,0.0,0.0
1736403911.7356038,0.0,0.0
1736403911.8024912,0.0,0.0
1736403911.8360128,0.0,0.0
1736403911.902446,0.0,0.0
1736403911.9358902,0.0,0.0
1736403912.0026023,0.0,0.0
1736403912.0356662,0.0,0.0
1736403912.102458,0.0,0.0
1736403912.135666,0.0,0.0
1736403912.2023084,0.0,0.0
1736403912.2355852,0.0,0.0
1736403912.3030107,0.0,0.0
1736403912.3357763,0.0,0.0
1736403912.4030678,0.0,0.0
1736403912.4359157,0.0,0.0
1736403912.5026982,0.0,0.0
1736403912.5357924,0.0,0.0
1736403912.602711,0.0,0.0
1736403912.6358807,0.0,0.0
1736403912.702616,0.0,0.0
1736403912.73581,0.0,0.0
1736403912.8027377,0.0,0.0
1736403912.8358734,0.0,0.0
1736403912.9037824,0.0,0.0
1736403912.9364638,0.0,0.0
1736403913.0020227,0.0,0.0
1736403913.0357635,0.0,0.0
1736403913.1026905,0.0,0.0
1736403913.1361036,0.0,0.0
1736403913.2025306,0.0,0.0
1736403913.2359393,0.0,0.0
1736403913.3026524,0.0,0.0
1736403913.3360317,0.0,0.0
1736403913.402363,0.0,0.0
1736403913.4354882,0.0,0.0
1736403913.5020416,0.0,0.0
1736403913.535291,0.0,0.0
1736403913.6022346,0.0,0.0
1736403913.6361077,0.0,0.0
1736403913.702749,0.0,0.0
1736403913.7355864,0.0,0.0
1736403913.802008,0.0,0.0
1736403913.8350587,0.0,0.0
1736403913.901878,0.0,0.0
1736403913.9353,0.0,0.0
1736403914.002285,0.0,0.0
1736403914.0357366,0.0,0.0
1736403914.102576,0.0,0.0
1736403914.1355188,0.0,0.0
1736403914.2022066,0.0,0.0
1736403914.2360728,0.0,0.0
1736403914.30245,0.0,0.0
1736403914.3368902,0.0,0.0
1736403914.4049788,0.0,0.0
1736403914.437778,0.0,0.0
1736403914.5048199,0.0,0.0
1736403914.537841,0.0,0.0
1736403914.6043055,0.0,0.0
1736403914.6382587,0.0,0.0
1736403914.704994,0.0,0.0
1736403914.7378676,0.0,0.0
1736403914.8048668,0.0,0.0
1736403914.837936,0.0,0.0
1736403914.9039533,0.0,0.0
1736403914.9388022,0.0,0.0
1736403915.0044658,0.0,0.0
1736403915.0370305,0.0,0.0
1736403915.1057582,0.0,0.0
1736403915.138155,0.0,0.0
1736403915.2057838,0.0,0.0
1736403915.2469587,0.0,0.0
1736403915.327533,0.0,0.0
1736403915.343117,0.0,0.0
1736403915.405011,0.0,0.0
1736403915.4384348,0.0,0.0
1736403915.5277903,0.0,0.0
1736403915.539915,0.0,0.0
1736403915.6052685,0.0,0.0
1736403915.6394136,0.0,0.0
1736403915.705332,0.0,0.0
1736403915.7376924,0.0,0.0
1736403915.8048887,0.0,0.0
1736403915.8679132,0.0,0.0
1736403915.9047499,0.0,0.0
1736403915.9374876,0.0,0.0
1736403916.0023613,0.0,0.0
1736403916.035256,0.0,0.0
1736403916.1021616,0.0,0.0
1736403916.135471,0.0,0.0
1736403916.1772833,0.0,0.0
1736403916.2360296,0.0,0.0
1736403916.3027172,0.0,0.0
1736403916.3359702,0.0,0.0
1736403916.4019775,0.0,0.0
1736403916.4356053,0.0,0.0
1736403916.5108848,0.0,0.0
1736403916.535955,0.0,0.0
1736403916.6026165,0.0,0.0
1736403916.6359725,0.0,0.0
1736403916.7026782,0.0,0.0
1736403916.7359464,0.0,0.0
1736403916.8027356,0.0,0.0
1736403916.8556154,0.0,0.0
1736403916.9025593,0.0,0.0
1736403916.9358118,0.0,0.0
1736403917.0031834,0.0,0.0
1736403917.0359018,0.0,0.0
1736403917.1030607,0.0,0.0
1736403917.1357448,0.0,0.0
1736403917.2028112,0.0,0.0
1736403917.235865,0.0,0.0
1736403917.30338,0.0,0.0
1736403917.3356926,0.0,0.0
1736403917.4027522,0.0,0.0
1736403917.4359167,0.0,0.0
1736403917.5204222,0.0,0.0
1736403917.5363717,0.0,0.0
1736403917.602457,0.0,0.0
1736403917.6355443,0.0,0.0
1736403917.7026112,0.0,0.0
1736403917.7354593,0.0,0.0
1736403917.8024783,0.0,0.0
1736403917.8486617,0.0,0.0
1736403917.9023805,0.0,0.0
1736403917.935978,0.0,0.0
1736403918.002647,0.0,0.0
1736403918.0359302,0.0,0.0
1736403918.1025958,0.0,0.0
1736403918.1357281,0.0,0.0
1736403918.2031765,0.0,0.0
1736403918.2360525,0.0,0.0
1736403918.302592,0.0,0.0
1736403918.3358939,0.0,0.0
1736403918.4030328,0.0,0.0
1736403918.436384,0.0,0.0
1736403918.5040255,0.0,0.0
1736403918.5367756,0.0,0.0
1736403918.6029007,0.0,0.0
1736403918.6361098,0.0,0.0
1736403918.7027366,0.0,0.0
1736403918.7359033,0.0,0.0
1736403918.802554,0.0,0.0
1736403918.842216,0.0,0.0
1736403918.9029164,0.0,0.0
1736403918.9360094,0.0,0.0
1736403919.0027728,0.0,0.0
1736403919.0361812,0.0,0.0
1736403919.1024647,0.0,0.0
1736403919.136032,0.0,0.0
1736403919.182303,0.0,0.0
1736403919.2358623,0.0,0.0
1736403919.3029785,0.0,0.0
1736403919.3358858,0.0,0.0
1736403919.4026911,0.0,0.0
1736403919.435701,0.0,0.0
1736403919.5237308,0.0,0.0
1736403919.5359445,0.0,0.0
1736403919.602374,0.0,0.0
1736403919.6357994,0.0,0.0
1736403919.7026148,0.0,0.0
1736403919.7358696,0.0,0.0
1736403919.8024812,0.0,0.0
1736403919.8381255,0.0,0.0
1736403919.902599,0.0,0.0
1736403919.9361622,0.0,0.0
1736403920.002354,0.0,0.0
1736403920.0361288,0.0,0.0
1736403920.102593,0.0,0.0
1736403920.1358576,0.0,0.0
1736403920.2029243,0.0,0.0
1736403920.2360258,0.0,0.0
1736403920.3023992,0.0,0.0
1736403920.3360188,0.0,0.0
1736403920.4028287,0.0,0.0
1736403920.4358702,0.0,0.0
1736403920.5032241,0.0,0.0
1736403920.5366564,0.0,0.0
1736403920.6025662,0.0,0.0
1736403920.6361613,0.0,0.0
1736403920.7021856,0.0,0.0
1736403920.7357702,0.0,0.0
1736403920.802367,0.0,0.0
1736403920.8378782,0.0,0.0
1736403920.9027061,0.0,0.0
1736403920.9358602,0.0,0.0
1736403921.002589,0.0,0.0
1736403921.0358825,0.0,0.0
1736403921.1026945,0.0,0.0
1736403921.1357822,0.0,0.0
1736403921.2027366,0.0,0.0
1736403921.2363813,0.0,0.0
1736403921.302436,0.0,0.0
1736403921.3356504,0.0,0.0
1736403921.4025846,0.0,0.0
1736403921.4359598,0.0,0.0
1736403921.5195618,0.0,0.0
1736403921.5359106,0.0,0.0
1736403921.60265,0.0,0.0
1736403921.6358368,0.0,0.0
1736403921.702464,0.0,0.0
1736403921.7360673,0.0,0.0
1736403921.8027258,0.0,0.0
1736403921.8442109,0.0,0.0
1736403921.9025004,0.0,0.0
1736403921.9358501,0.0,0.0
1736403922.0027058,0.0,0.0
1736403922.03575,0.0,0.0
1736403922.1028612,0.0,0.0
1736403922.1354806,0.0,0.0
1736403922.182797,0.0,0.0
1736403922.2363162,0.0,0.0
1736403922.30268,0.0,0.0
1736403922.3358393,0.0,0.0
1736403922.4028077,0.0,0.0
1736403922.435505,0.0,0.0
1736403922.5165815,0.0,0.0
1736403922.5358205,0.0,0.0
1736403922.6026523,0.0,0.0
1736403922.6360524,0.0,0.0
1736403922.7026606,0.0,0.0
1736403922.7361817,0.0,0.0
1736403922.8026836,0.0,0.0
1736403922.853885,0.0,0.0
1736403922.9048853,0.0,0.0
1736403922.9376776,0.0,0.0
1736403923.0050254,0.0,0.0
1736403923.0374863,0.0,0.0
